player,team,pos,90s,shots,tackles_won,interceptions,league,season,shots_p90,tackles_won_p90,interceptions_p90
Alex Iwobi,Everton,MF,1.6,4,0,1,ENG-Premier League,2324,2.5,0.0,0.625
Amadou Onana,Everton,MF,23.2,29,39,19,ENG-Premier League,2324,1.25,1.6810344827586208,0.8189655172413793
André Gomes,Everton,MF,5.6,8,4,3,ENG-Premier League,2324,1.4285714285714286,0.7142857142857143,0.5357142857142857
Arnaut Danjuma,Everton,"MF,FW",6.6,25,4,3,ENG-Premier League,2324,3.787878787878788,0.6060606060606061,0.4545454545454546
Ashley Young,Everton,"DF,MF",25.3,13,36,22,ENG-Premier League,2324,0.5138339920948617,1.4229249011857708,0.8695652173913043
Ben Godfrey,Everton,DF,12.4,15,21,16,ENG-Premier League,2324,1.2096774193548387,1.6935483870967742,1.2903225806451613
Beto,Everton,FW,10.6,43,6,1,ENG-Premier League,2324,4.056603773584905,0.5660377358490566,0.09433962264150944
Dominic Calvert-Lewin,Everton,FW,24.1,73,6,4,ENG-Premier League,2324,3.029045643153527,0.24896265560165973,0.16597510373443983
Dwight McNeil,Everton,MF,32.1,57,27,20,ENG-Premier League,2324,1.7757009345794392,0.8411214953271028,0.6230529595015576
Idrissa Gueye,Everton,MF,20.9,26,41,28,ENG-Premier League,2324,1.244019138755981,1.9617224880382778,1.3397129186602872
Jack Harrison,Everton,MF,24.6,34,22,11,ENG-Premier League,2324,1.3821138211382114,0.8943089430894309,0.44715447154471544
James Garner,Everton,MF,33.4,41,42,46,ENG-Premier League,2324,1.2275449101796407,1.25748502994012,1.377245508982036
James Tarkowski,Everton,DF,38.0,25,42,55,ENG-Premier League,2324,0.6578947368421053,1.105263157894737,1.4473684210526316
Jarrad Branthwaite,Everton,DF,34.6,14,33,48,ENG-Premier League,2324,0.40462427745664736,0.9537572254335259,1.3872832369942196
Jordan Pickford,Everton,GK,38.0,0,0,0,ENG-Premier League,2324,0.0,0.0,0.0
Lewis Dobbin,Everton,MF,2.6,5,7,1,ENG-Premier League,2324,1.923076923076923,2.692307692307692,0.3846153846153846
Michael Keane,Everton,DF,4.9,6,3,5,ENG-Premier League,2324,1.2244897959183672,0.6122448979591836,1.0204081632653061
Nathan Patterson,Everton,DF,11.2,4,25,11,ENG-Premier League,2324,0.35714285714285715,2.232142857142857,0.9821428571428572
Neal Maupay,Everton,FW,1.2,5,0,0,ENG-Premier League,2324,4.166666666666667,0.0,0.0
Séamus Coleman,Everton,DF,7.4,0,14,7,ENG-Premier League,2324,0.0,1.8918918918918919,0.9459459459459459
Vitaliy Mykolenko,Everton,DF,27.4,26,37,34,ENG-Premier League,2324,0.9489051094890512,1.3503649635036497,1.2408759124087592
Youssef Chermiti,Everton,FW,2.3,7,2,1,ENG-Premier League,2324,3.0434782608695654,0.8695652173913044,0.4347826086956522
Adama Traoré,Fulham,MF,4.2,11,3,1,ENG-Premier League,2324,2.619047619047619,0.7142857142857143,0.23809523809523808
Aleksandar Mitrović,Fulham,FW,0.4,2,0,0,ENG-Premier League,2324,5.0,0.0,0.0
Alex Iwobi,Fulham,MF,24.4,51,16,15,ENG-Premier League,2324,2.0901639344262297,0.6557377049180328,0.6147540983606558
Andreas Pereira,Fulham,MF,29.0,52,13,4,ENG-Premier League,2324,1.793103448275862,0.4482758620689655,0.13793103448275862
Antonee Robinson,Fulham,DF,36.3,16,56,81,ENG-Premier League,2324,0.44077134986225897,1.5426997245179064,2.231404958677686
Armando Broja,Fulham,FW,1.0,0,0,0,ENG-Premier League,2324,0.0,0.0,0.0
Bernd Leno,Fulham,GK,38.0,0,0,0,ENG-Premier League,2324,0.0,0.0,0.0
Bobby De Cordova-Reid,Fulham,"MF,FW",15.8,33,14,5,ENG-Premier League,2324,2.088607594936709,0.8860759493670886,0.3164556962025316
Calvin Bassey,Fulham,DF,25.6,5,29,27,ENG-Premier League,2324,0.1953125,1.1328125,1.0546875
Carlos Vinícius,Fulham,FW,3.5,9,2,0,ENG-Premier League,2324,2.5714285714285716,0.5714285714285714,0.0
Fodé Ballo-Touré,Fulham,"DF,MF",0.8,0,2,3,ENG-Premier League,2324,0.0,2.5,3.75
Harrison Reed,Fulham,MF,14.7,9,17,9,ENG-Premier League,2324,0.6122448979591837,1.1564625850340136,0.6122448979591837
Harry Wilson,Fulham,"MF,FW",18.0,40,13,9,ENG-Premier League,2324,2.2222222222222223,0.7222222222222222,0.5
Issa Diop,Fulham,DF,15.8,5,14,17,ENG-Premier League,2324,0.3164556962025316,0.8860759493670886,1.0759493670886076
João Palhinha,Fulham,MF,30.0,44,77,48,ENG-Premier League,2324,1.4666666666666666,2.566666666666667,1.6
Kenny Tete,Fulham,DF,9.6,4,19,16,ENG-Premier League,2324,0.4166666666666667,1.9791666666666667,1.6666666666666667
Luke Harris,Fulham,MF,0.8,1,1,0,ENG-Premier League,2324,1.25,1.25,0.0
Raúl Jiménez,Fulham,FW,15.5,41,12,4,ENG-Premier League,2324,2.6451612903225805,0.7741935483870968,0.25806451612903225
Rodrigo Muniz,Fulham,FW,17.7,73,4,6,ENG-Premier League,2324,4.124293785310734,0.22598870056497175,0.33898305084745767
Saša Lukić,Fulham,MF,12.5,13,21,14,ENG-Premier League,2324,1.04,1.68,1.12
Tim Ream,Fulham,DF,16.7,1,9,26,ENG-Premier League,2324,0.059880239520958084,0.5389221556886228,1.5568862275449102
Timothy Castagne,Fulham,DF,29.3,14,25,37,ENG-Premier League,2324,0.4778156996587031,0.8532423208191126,1.2627986348122866
Tom Cairney,Fulham,MF,16.5,17,17,12,ENG-Premier League,2324,1.0303030303030303,1.0303030303030303,0.7272727272727273
Tosin Adarabioyo,Fulham,DF,18.0,14,12,24,ENG-Premier League,2324,0.7777777777777778,0.6666666666666666,1.3333333333333333
Willian,Fulham,"MF,FW",22.8,45,11,9,ENG-Premier League,2324,1.9736842105263157,0.4824561403508772,0.39473684210526316
Alexis Mac Allister,Liverpool,MF,28.9,44,52,32,ENG-Premier League,2324,1.5224913494809689,1.7993079584775087,1.1072664359861593
Alisson,Liverpool,GK,28.0,0,0,0,ENG-Premier League,2324,0.0,0.0,0.0
Andy Robertson,Liverpool,DF,18.8,12,25,13,ENG-Premier League,2324,0.6382978723404255,1.3297872340425532,0.6914893617021276
Ben Gannon-Doak,Liverpool,MF,0.2,0,0,0,ENG-Premier League,2324,0.0,0.0,0.0
Bobby Clark,Liverpool,MF,1.0,2,1,1,ENG-Premier League,2324,2.0,1.0,1.0
Caoimhín Kelleher,Liverpool,GK,10.0,0,0,0,ENG-Premier League,2324,0.0,0.0,0.0
Cody Gakpo,Liverpool,"FW,MF",18.3,66,18,11,ENG-Premier League,2324,3.6065573770491803,0.9836065573770492,0.6010928961748634
Conor Bradley,Liverpool,DF,8.4,12,25,10,ENG-Premier League,2324,1.4285714285714286,2.9761904761904763,1.1904761904761905
Curtis Jones,Liverpool,MF,13.0,19,14,7,ENG-Premier League,2324,1.4615384615384615,1.0769230769230769,0.5384615384615384
Darwin Núñez,Liverpool,FW,22.7,108,13,2,ENG-Premier League,2324,4.757709251101322,0.5726872246696035,0.0881057268722467
Diogo Jota,Liverpool,FW,12.7,41,13,7,ENG-Premier League,2324,3.2283464566929134,1.0236220472440944,0.5511811023622047
Dominik Szoboszlai,Liverpool,MF,23.4,60,18,14,ENG-Premier League,2324,2.5641025641025643,0.7692307692307693,0.5982905982905983
Harvey Elliott,Liverpool,"MF,FW",15.0,49,17,5,ENG-Premier League,2324,3.2666666666666666,1.1333333333333333,0.3333333333333333
Ibrahima Konaté,Liverpool,DF,17.5,11,23,19,ENG-Premier League,2324,0.6285714285714286,1.3142857142857143,1.0857142857142856
Jarell Quansah,Liverpool,DF,13.2,6,22,16,ENG-Premier League,2324,0.4545454545454546,1.6666666666666667,1.2121212121212122
Jayden Danns,Liverpool,FW,0.1,0,0,0,ENG-Premier League,2324,0.0,0.0,0.0
Joe Gomez,Liverpool,DF,19.8,19,30,19,ENG-Premier League,2324,0.9595959595959596,1.5151515151515151,0.9595959595959596
Joël Matip,Liverpool,DF,8.7,5,7,9,ENG-Premier League,2324,0.574712643678161,0.8045977011494253,1.0344827586206897
Kostas Tsimikas,Liverpool,DF,7.5,3,12,4,ENG-Premier League,2324,0.4,1.6,0.5333333333333333
Luis Díaz,Liverpool,FW,29.2,94,26,3,ENG-Premier League,2324,3.219178082191781,0.8904109589041096,0.10273972602739727
Mohamed Salah,Liverpool,FW,28.2,114,11,2,ENG-Premier League,2324,4.042553191489362,0.3900709219858156,0.07092198581560284
Owen Beck,Liverpool,"DF,MF",0.1,0,1,0,ENG-Premier League,2324,0.0,10.0,0.0
Ryan Gravenberch,Liverpool,MF,12.5,23,12,15,ENG-Premier League,2324,1.84,0.96,1.2
Stefan Bajcetic,Liverpool,MF,0.3,0,1,0,ENG-Premier League,2324,0.0,3.3333333333333335,0.0
Thiago Alcántara,Liverpool,MF,0.1,0,0,0,ENG-Premier League,2324,0.0,0.0,0.0
Trent Alexander-Arnold,Liverpool,DF,23.9,47,27,29,ENG-Premier League,2324,1.9665271966527198,1.1297071129707115,1.2133891213389123
Virgil van Dijk,Liverpool,DF,35.3,45,23,35,ENG-Premier League,2324,1.274787535410765,0.651558073654391,0.991501416430595
Wataru Endo,Liverpool,MF,19.1,10,28,19,ENG-Premier League,2324,0.5235602094240838,1.4659685863874345,0.9947643979057591
Albert Sambi Lokonga,Luton Town,MF,14.5,8,18,11,ENG-Premier League,2324,0.5517241379310345,1.2413793103448276,0.7586206896551724
Alfie Doughty,Luton Town,"MF,DF",32.5,26,37,30,ENG-Premier League,2324,0.8,1.1384615384615384,0.9230769230769231
Amari'i Bell,Luton Town,DF,19.1,2,31,26,ENG-Premier League,2324,0.10471204188481674,1.6230366492146595,1.3612565445026177
Andros Townsend,Luton Town,"MF,FW",13.4,20,13,4,ENG-Premier League,2324,1.4925373134328357,0.9701492537313433,0.29850746268656714
Carlton Morris,Luton Town,"FW,MF",31.8,73,9,1,ENG-Premier League,2324,2.2955974842767297,0.2830188679245283,0.031446540880503145
Cauley Woodrow,Luton Town,FW,4.7,16,10,1,ENG-Premier League,2324,3.404255319148936,2.127659574468085,0.2127659574468085
Chiedozie Ogbene,Luton Town,MF,22.2,35,9,7,ENG-Premier League,2324,1.5765765765765767,0.40540540540540543,0.3153153153153153
Daiki Hashioka,Luton Town,"DF,MF",6.6,2,6,8,ENG-Premier League,2324,0.30303030303030304,0.9090909090909092,1.2121212121212122
Elijah Adebayo,Luton Town,FW,15.8,30,1,4,ENG-Premier League,2324,1.8987341772151898,0.06329113924050632,0.2531645569620253
Fred Onyedinma,Luton Town,MF,4.5,5,5,1,ENG-Premier League,2324,1.1111111111111112,1.1111111111111112,0.2222222222222222
Gabriel Osho,Luton Town,DF,20.5,10,23,28,ENG-Premier League,2324,0.4878048780487805,1.1219512195121952,1.3658536585365855
Issa Kaboré,Luton Town,"MF,DF",19.2,6,28,15,ENG-Premier League,2324,0.3125,1.4583333333333335,0.78125
Jacob Brown,Luton Town,"MF,FW",11.3,25,12,9,ENG-Premier League,2324,2.2123893805309733,1.0619469026548671,0.7964601769911503
James Shea,Luton Town,GK,0.2,0,0,0,ENG-Premier League,2324,0.0,0.0,0.0
Jordan Clark,Luton Town,MF,14.5,17,16,10,ENG-Premier League,2324,1.1724137931034482,1.103448275862069,0.6896551724137931
Joseph Johnson,Luton Town,DF,0.9,0,0,0,ENG-Premier League,2324,0.0,0.0,0.0
Luke Berry,Luton Town,MF,3.6,8,2,0,ENG-Premier League,2324,2.2222222222222223,0.5555555555555556,0.0
Mads Juel Andersen,Luton Town,DF,4.4,3,5,8,ENG-Premier League,2324,0.6818181818181818,1.1363636363636362,1.8181818181818181
Marvelous Nakamba,Luton Town,MF,12.6,5,26,10,ENG-Premier League,2324,0.39682539682539686,2.0634920634920637,0.7936507936507937
Pelly Ruddock Mpanzu,Luton Town,MF,12.2,11,5,9,ENG-Premier League,2324,0.9016393442622951,0.4098360655737705,0.7377049180327869
Reece Burke,Luton Town,DF,18.4,13,24,21,ENG-Premier League,2324,0.7065217391304348,1.3043478260869565,1.1413043478260871
Ross Barkley,Luton Town,MF,29.1,66,20,25,ENG-Premier League,2324,2.268041237113402,0.6872852233676976,0.8591065292096219
Ryan Giles,Luton Town,"MF,DF",5.6,2,6,4,ENG-Premier League,2324,0.35714285714285715,1.0714285714285714,0.7142857142857143
Tahith Chong,Luton Town,"MF,FW",22.0,30,20,7,ENG-Premier League,2324,1.3636363636363635,0.9090909090909091,0.3181818181818182
Teden Mengi,Luton Town,DF,27.4,11,22,54,ENG-Premier League,2324,0.40145985401459855,0.8029197080291971,1.9708029197080292
Thomas Kaminski,Luton Town,GK,37.8,0,1,0,ENG-Premier League,2324,0.0,0.026455026455026457,0.0
Tom Lockyer,Luton Town,DF,13.0,7,16,23,ENG-Premier League,2324,0.5384615384615384,1.2307692307692308,1.7692307692307692
Zack Nelson,Luton Town,MF,0.1,0,0,0,ENG-Premier League,2324,0.0,0.0,0.0
Aymeric Laporte,Manchester City,DF,0.1,1,0,0,ENG-Premier League,2324,10.0,0.0,0.0
Bernardo Silva,Manchester City,MF,28.6,34,24,14,ENG-Premier League,2324,1.1888111888111887,0.8391608391608392,0.4895104895104895
Cole Palmer,Manchester City,"FW,MF",0.1,0,0,0,ENG-Premier League,2324,0.0,0.0,0.0
Ederson Moraes,Manchester City,GK,30.9,0,0,0,ENG-Premier League,2324,0.0,0.0,0.0
Erling Haaland,Manchester City,"FW,MF",28.4,121,3,2,ENG-Premier League,2324,4.26056338028169,0.10563380281690142,0.07042253521126761
Jack Grealish,Manchester City,"MF,FW",11.2,22,8,6,ENG-Premier League,2324,1.9642857142857144,0.7142857142857143,0.5357142857142857
Jeremy Doku,Manchester City,"MF,FW",17.7,56,22,9,ENG-Premier League,2324,3.1638418079096047,1.2429378531073447,0.5084745762711864
John Stones,Manchester City,DF,11.8,4,1,10,ENG-Premier League,2324,0.3389830508474576,0.0847457627118644,0.847457627118644
Joško Gvardiol,Manchester City,DF,25.9,32,33,27,ENG-Premier League,2324,1.2355212355212355,1.2741312741312742,1.0424710424710426
Julián Álvarez,Manchester City,"MF,FW",29.4,98,13,2,ENG-Premier League,2324,3.3333333333333335,0.44217687074829937,0.06802721088435375
Kalvin Phillips,Manchester City,"DF,MF",1.0,2,3,2,ENG-Premier League,2324,2.0,3.0,2.0
Kevin De Bruyne,Manchester City,MF,13.6,44,9,3,ENG-Premier League,2324,3.235294117647059,0.6617647058823529,0.22058823529411764
Kyle Walker,Manchester City,"DF,MF",30.7,16,24,24,ENG-Premier League,2324,0.5211726384364821,0.7817589576547231,0.7817589576547231
Manuel Akanji,Manchester City,"DF,MF",27.9,15,28,22,ENG-Premier League,2324,0.5376344086021506,1.0035842293906811,0.7885304659498208
Mateo Kovačić,Manchester City,MF,17.2,22,26,10,ENG-Premier League,2324,1.2790697674418605,1.5116279069767442,0.5813953488372093
Matheus Nunes,Manchester City,"MF,FW",7.3,9,6,1,ENG-Premier League,2324,1.2328767123287672,0.8219178082191781,0.136986301369863
Nathan Aké,Manchester City,DF,22.7,20,16,15,ENG-Premier League,2324,0.881057268722467,0.7048458149779736,0.6607929515418502
Oscar Bobb,Manchester City,MF,3.4,4,3,5,ENG-Premier League,2324,1.1764705882352942,0.8823529411764706,1.4705882352941178
Phil Foden,Manchester City,MF,31.7,105,20,12,ENG-Premier League,2324,3.3123028391167195,0.6309148264984227,0.37854889589905366
Rico Lewis,Manchester City,"DF,MF",9.0,5,7,4,ENG-Premier League,2324,0.5555555555555556,0.7777777777777778,0.4444444444444444
Rodri,Manchester City,"MF,DF",32.6,62,43,25,ENG-Premier League,2324,1.901840490797546,1.3190184049079754,0.7668711656441718
Rúben Dias,Manchester City,"DF,MF",28.4,20,21,30,ENG-Premier League,2324,0.7042253521126761,0.7394366197183099,1.0563380281690142
Sergio Gómez,Manchester City,"DF,MF",0.6,2,0,1,ENG-Premier League,2324,3.3333333333333335,0.0,1.6666666666666667
Stefan Ortega,Manchester City,GK,7.1,0,0,0,ENG-Premier League,2324,0.0,0.0,0.0
Aaron Wan-Bissaka,Manchester Utd,DF,19.8,3,25,39,ENG-Premier League,2324,0.15151515151515152,1.2626262626262625,1.9696969696969697
Alejandro Garnacho,Manchester Utd,MF,28.5,100,15,18,ENG-Premier League,2324,3.508771929824561,0.5263157894736842,0.631578947368421
Amad Diallo,Manchester Utd,MF,4.3,10,4,1,ENG-Premier League,2324,2.3255813953488373,0.9302325581395349,0.23255813953488372
André Onana,Manchester Utd,GK,38.0,0,0,0,ENG-Premier League,2324,0.0,0.0,0.0
Anthony Martial,Manchester Utd,FW,5.0,6,1,0,ENG-Premier League,2324,1.2,0.2,0.0
Antony,Manchester Utd,MF,14.7,43,22,11,ENG-Premier League,2324,2.925170068027211,1.4965986394557824,0.7482993197278912
Bruno Fernandes,Manchester Utd,MF,34.6,95,37,25,ENG-Premier League,2324,2.745664739884393,1.069364161849711,0.722543352601156
Casemiro,Manchester Utd,"MF,DF",22.0,39,54,18,ENG-Premier League,2324,1.7727272727272727,2.4545454545454546,0.8181818181818182
Christian Eriksen,Manchester Utd,MF,12.7,13,14,4,ENG-Premier League,2324,1.0236220472440944,1.1023622047244095,0.31496062992125984
Diogo Dalot,Manchester Utd,DF,35.3,30,50,38,ENG-Premier League,2324,0.8498583569405099,1.41643059490085,1.076487252124646
Ethan Wheatley,Manchester Utd,FW,0.2,0,1,2,ENG-Premier League,2324,0.0,5.0,10.0
Facundo Pellistri,Manchester Utd,MF,1.9,4,2,1,ENG-Premier League,2324,2.1052631578947367,1.0526315789473684,0.5263157894736842
Hannibal Mejbri,Manchester Utd,MF,1.5,1,3,0,ENG-Premier League,2324,0.6666666666666666,2.0,0.0
Harry Maguire,Manchester Utd,DF,18.4,20,17,24,ENG-Premier League,2324,1.0869565217391306,0.923913043478261,1.3043478260869565
Jadon Sancho,Manchester Utd,"FW,MF",0.9,0,1,1,ENG-Premier League,2324,0.0,1.1111111111111112,1.1111111111111112
Jonny Evans,Manchester Utd,DF,15.5,1,15,23,ENG-Premier League,2324,0.06451612903225806,0.967741935483871,1.4838709677419355
Kobbie Mainoo,Manchester Utd,MF,21.4,11,26,22,ENG-Premier League,2324,0.5140186915887851,1.2149532710280375,1.0280373831775702
Lisandro Martínez,Manchester Utd,DF,7.2,0,9,5,ENG-Premier League,2324,0.0,1.25,0.6944444444444444
Luke Shaw,Manchester Utd,DF,10.7,2,9,6,ENG-Premier League,2324,0.1869158878504673,0.8411214953271029,0.5607476635514019
Marcus Rashford,Manchester Utd,"MF,FW",25.2,62,13,4,ENG-Premier League,2324,2.4603174603174605,0.5158730158730159,0.15873015873015872
Mason Mount,Manchester Utd,MF,5.7,5,14,6,ENG-Premier League,2324,0.8771929824561403,2.456140350877193,1.0526315789473684
Omari Forson,Manchester Utd,MF,0.8,1,0,0,ENG-Premier League,2324,1.25,0.0,0.0
Raphaël Varane,Manchester Utd,DF,15.3,8,10,14,ENG-Premier League,2324,0.5228758169934641,0.6535947712418301,0.9150326797385621
Rasmus Højlund,Manchester Utd,FW,24.0,38,6,1,ENG-Premier League,2324,1.5833333333333333,0.25,0.041666666666666664
Scott McTominay,Manchester Utd,"MF,FW",21.1,44,23,14,ENG-Premier League,2324,2.0853080568720377,1.0900473933649288,0.6635071090047393
Sergio Reguilón,Manchester Utd,DF,4.6,4,9,5,ENG-Premier League,2324,0.8695652173913044,1.956521739130435,1.0869565217391306
Sofyan Amrabat,Manchester Utd,"MF,DF",10.4,3,15,8,ENG-Premier League,2324,0.28846153846153844,1.4423076923076923,0.7692307692307692
Victor Lindelöf,Manchester Utd,DF,14.8,6,11,13,ENG-Premier League,2324,0.4054054054054054,0.7432432432432432,0.8783783783783783
Willy Kambwala,Manchester Utd,DF,3.7,0,1,4,ENG-Premier League,2324,0.0,0.27027027027027023,1.081081081081081
Alex Murphy,Newcastle,DF,0.1,0,1,1,ENG-Premier League,2324,0.0,10.0,10.0
Alexander Isak,Newcastle,FW,25.1,78,0,6,ENG-Premier League,2324,3.1075697211155378,0.0,0.2390438247011952
Anthony Gordon,Newcastle,FW,32.1,81,33,6,ENG-Premier League,2324,2.5233644859813085,1.02803738317757,0.18691588785046728
Ben Parkinson,Newcastle,FW,0.3,0,0,0,ENG-Premier League,2324,0.0,0.0,0.0
Bruno Guimarães,Newcastle,MF,36.3,48,52,31,ENG-Premier League,2324,1.322314049586777,1.4325068870523416,0.8539944903581268
Callum Wilson,Newcastle,FW,11.0,35,3,1,ENG-Premier League,2324,3.1818181818181817,0.2727272727272727,0.09090909090909091
Dan Burn,Newcastle,DF,30.3,23,34,35,ENG-Premier League,2324,0.759075907590759,1.1221122112211221,1.155115511551155
Elliot Anderson,Newcastle,"MF,FW",11.4,19,18,9,ENG-Premier League,2324,1.6666666666666665,1.5789473684210527,0.7894736842105263
Emil Krafth,Newcastle,DF,10.1,4,11,8,ENG-Premier League,2324,0.39603960396039606,1.0891089108910892,0.7920792079207921
Fabian Schär,Newcastle,DF,33.9,35,25,33,ENG-Premier League,2324,1.032448377581121,0.7374631268436579,0.9734513274336284
Harvey Barnes,Newcastle,"FW,MF",8.9,27,1,3,ENG-Premier League,2324,3.033707865168539,0.11235955056179775,0.33707865168539325
Jacob Murphy,Newcastle,"FW,MF",13.2,30,12,5,ENG-Premier League,2324,2.272727272727273,0.9090909090909092,0.3787878787878788
Jamaal Lascelles,Newcastle,DF,12.0,6,9,5,ENG-Premier League,2324,0.5,0.75,0.4166666666666667
Joe White,Newcastle,MF,0.1,0,1,0,ENG-Premier League,2324,0.0,10.0,0.0
Joe Willock,Newcastle,MF,4.7,7,7,1,ENG-Premier League,2324,1.4893617021276595,1.4893617021276595,0.2127659574468085
Joelinton,Newcastle,"MF,FW",14.2,19,26,19,ENG-Premier League,2324,1.3380281690140845,1.8309859154929577,1.3380281690140845
Kieran Trippier,Newcastle,DF,24.8,8,27,24,ENG-Premier League,2324,0.3225806451612903,1.0887096774193548,0.9677419354838709
Lewis Hall,Newcastle,DF,8.7,11,17,13,ENG-Premier League,2324,1.264367816091954,1.9540229885057472,1.4942528735632186
Lewis Miley,Newcastle,MF,13.4,13,21,8,ENG-Premier League,2324,0.9701492537313433,1.5671641791044775,0.5970149253731343
Loris Karius,Newcastle,GK,1.0,0,0,0,ENG-Premier League,2324,0.0,0.0,0.0
Martin Dúbravka,Newcastle,GK,22.1,0,0,0,ENG-Premier League,2324,0.0,0.0,0.0
Matt Ritchie,Newcastle,"DF,MF",1.4,6,3,1,ENG-Premier League,2324,4.285714285714286,2.142857142857143,0.7142857142857143
Matt Targett,Newcastle,DF,0.9,0,0,0,ENG-Premier League,2324,0.0,0.0,0.0
Miguel Almirón,Newcastle,FW,21.5,41,24,10,ENG-Premier League,2324,1.9069767441860466,1.1162790697674418,0.46511627906976744
Nick Pope,Newcastle,GK,14.9,1,0,0,ENG-Premier League,2324,0.06711409395973154,0.0,0.0
Paul Dummett,Newcastle,DF,0.2,1,0,0,ENG-Premier League,2324,5.0,0.0,0.0
Sandro Tonali,Newcastle,MF,4.9,3,7,2,ENG-Premier League,2324,0.6122448979591836,1.4285714285714284,0.4081632653061224
Sean Longstaff,Newcastle,MF,30.5,41,31,16,ENG-Premier League,2324,1.3442622950819672,1.0163934426229508,0.5245901639344263
Sven Botman,Newcastle,DF,15.3,10,13,9,ENG-Premier League,2324,0.6535947712418301,0.8496732026143791,0.5882352941176471
Tino Livramento,Newcastle,DF,14.6,4,14,24,ENG-Premier League,2324,0.273972602739726,0.9589041095890412,1.6438356164383563
Andrew Omobamidele,Nottingham,DF,8.7,1,3,12,ENG-Premier League,2324,0.1149425287356322,0.3448275862068966,1.3793103448275863
Andrey Santos,Nottingham,MF,0.1,2,0,0,ENG-Premier League,2324,20.0,0.0,0.0
